N.,DEPA,ODS,Nombre_EPS,ID.EPS,Localidad,ID.Localidad,Ubigeo.CCPP,CCPP,ID.Reservorio,Nombre_Reservorio,X..Este....UTM,Y..Norte....UTM,Zona...UTM,Altitud,Tipo.de.Reservorio,Estado.Operativo,Observación,Antigüedad..Años.,Volumen.Reservorio..m3.,Material,Cuenta.con.tapa,Cerco.Protección,Foto_panoramica,Foto_tapa,Foto_estado,Fecha.de.fotos,Foto.Propia.de.ODS.o.de.EPS,X,Y
32,PIURA,PIURA,EPS GRAU S.A. ,032,LOS ORGANOS,32026,2007050001,LOS ORGANOS,R-ÓRGANOS,RESERVORIO LOS ÓRGANOS,485731.61,9537722.38,17M,32,Apoyado,Inoperativo,Actualmente inoperativo,26,882,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/33.%20R-%C3%93rganos/Foto%20panor%C3%A1mica.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/33.%20R-%C3%93rganos/Foto%20tapa%20sanitaria.JPG,NA,45186,EPS,-4.1822855893652005,-81.12856639160265
33,PIURA,PIURA,EPS GRAU S.A. ,032,EL ALTO,32024,2007020001,EL ALTO,R-735,RESERVORIO 735,475717.83,9528818.72,17M,262,Apoyado,Opera Normal,Con tapa sanitaria,39,2200,Acero,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/34.%20R-735/Foto%20panor%C3%A1mica.JPG,NA,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/34.%20R-735/Foto%20estado.JPG,45064,EPS,-4.262814790515951,-81.2188185103767
34,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,R-3,SANCHEZ CERRO,533962.29,9457107.96,17M,63,Elevado,Opera Normal,Con tapa sanitaria,44,3000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/35.%20R-3/Foto%20panor%C3%A1mica.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/35.%20R-3/Foto%20tapa%20sanitaria.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/35.%20R-3/Foto%20estado.JPG,45339,EPS,-4.911523656376776,-80.69367360415428
14,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,R06,NUEVA ESPERANZA,537692.99,9455590.73,17M,85,Elevado,Opera Normal,Con tapa sanitaria,9,2000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/36.%20Reservorio%20Nueva%20Esperanza/Foto%20panor%C3%A1mica.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/36.%20Reservorio%20Nueva%20Esperanza/Foto%20tapa%20sanitaria.JPG,NA,45339,EPS,-4.925232958315786,-80.66001758727444
15,PIURA,PIURA,EPS GRAU S.A. ,032,YACILA,32013,2005010002,YACILA,R27,RPAI-Y YACILA-PARTE ALTA,481684.64,9432472.66,17M,52,Apoyado,Opera Limitado,"El árbol hidráulico presenta constantes fugas, el techo se encuentra en mal estado de conservación. Se evidencia abundante maleza",50,185,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/37.%20Reservorio%20Yacila/Foto%20panor%C3%A1mica.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/37.%20Reservorio%20Yacila/Foto%20tapa%20sanitaria.JPG,NA,45183,EPS,-5.134438720950845,-81.16525396696214
37,PIURA,PIURA,EPS GRAU S.A. ,032,MARCAVELICA,32006,2006050001,MARCAVELICA,R01,MALLARES ELEVADO,526090.39,9462763.16,17M,45,Apoyado,Opera Limitado,Presencia de corrosión en árbol hidráulico,24,250,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/38.%20R-Mallares/Foto%20panor%C3%A1mica.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/38.%20R-Mallares/Foto%20tapa%20sanitaria.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/38.%20R-Mallares/Foto%20estado.JPG,45339,EPS,-4.860392269306751,-80.76469239878998
17,PIURA,PIURA,EPS GRAU S.A. ,032,TAMARINDO,32008,2005060001,TAMARINDO,R034,Reservorio Tamarindo,502347,9460710,17M,32,Apoyado,Opera Normal,"Cuenta con estación de bombeo con cisterna de 800 m3, conocido como el R033",24,600,Concreto,Si,No,NA,NA,NA,NA,NA,-4.8790072401608295,-80.97883191268897
18,PIURA,PIURA,EPS GRAU S.A. ,032,CASTILLA,32028,2001040001,CASTILLA,R12,Reservorio Niño Héroe,542029.22,9424428.2,17M,30,Elevado,Opera Normal,NA,37,2000,Concreto,NA,No,NA,NA,NA,NA,NA,-5.207120713490607,-80.62074200568401
40,PIURA,PIURA,EPS GRAU S.A. ,032,QUERECOTILLO,32005,2006070001,QUERECOTILLO,R01,Reservorio Querecotillo,538350.53,9465997.8,17M,64,Apoyado,Opera Normal,Con tapa sanitaria,12,1000,Concreto,Si,Si,NA,NA,NA,NA,NA,-4.8310824381240725,-80.65413498020928
41,PIURA,PIURA,EPS GRAU S.A. ,032,CASTILLA,32028,2001040001,CASTILLA,R6,Reservorio La Granja,544524.35,9426194.01,17M,37,Elevado,Inoperativo,"Reservorio fue construido para operar con el pozo Nuevo Castilla en el AH Sagrado Corazón, pero el pozo quedó inoperativo al poco tiempo de entrar en funcionamiento debido a problemas de calidad de agua (elevada salinidad)",12,3000,Concreto,NA,No,NA,NA,NA,NA,NA,-5.191132626468681,-80.59823725390886
42,PIURA,PIURA,EPS GRAU S.A. ,032,EL TAMBO,32019,2005020002,EL TAMBO,R032,Reservorio El Tambo,499219.85,9459693.31,17M,33,Apoyado,Inoperativo,Reservorio en mal estado,14,100,Concreto,Si,No,NA,NA,NA,NA,NA,-4.888205180825273,-81.00703643317404
43,PIURA,PIURA,EPS GRAU S.A. ,032,LANCONES,32010,2006040123,HUAYPIRA,R01,Reservorio Huaypira,550886.943,9486859.118,17M,134,Elevado,Opera Normal,Reservorio para el centro poblado de Huaypira,48,27,Concreto,NA,No,NA,NA,NA,NA,NA,-4.642295486641368,-80.54120164090166
44,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,R5,Reservorio Loma de Teodomiro,532555.89,9458345.38,17M,75,Elevado,Inoperativo,Reservorio inoperativo debido a observaciones en el proceso de transferencia de la MP Sullana a la EPS,8,3000,Concreto,NA,Si,NA,NA,NA,NA,NA,-4.90033500295337,-80.70636355142692
45,PIURA,PIURA,EPS GRAU S.A. ,032,PIURA,32001,2001010001,PIURA,R04-1,Reservorio Urb. Piura,538593,9426332,17M,34,Elevado,Inoperativo,Reservorio inoperativo debido a antiguedad de la estructura,62,3000,Concreto,NA,No,NA,NA,NA,NA,NA,-5.189916088962376,-80.65175839191298
46,PIURA,PIURA,EPS GRAU S.A. ,032,LAS LOMAS,32009,2001110001,LAS LOMAS,R1-L,Reservorio Apoyado Las Lomas,584280,9484795,17M,248,Apoyado,Opera Normal,Se encuentra junto a un reservorio elevado,54,250,Concreto,Si,No,NA,NA,NA,NA,NA,-4.660707313233842,-80.24012306260519
47,PIURA,PIURA,EPS GRAU S.A. ,032,TALARA,32003,2007040001,LOBITOS,R-27,Reservorio R-27 Lobitos,469458,9507950,17M,33,Apoyado,Opera Normal,Reservorio apoyado de la localidad de Lobitos,59,650,Concreto,Si,No,NA,NA,NA,NA,NA,-4.451589360915391,-81.27529715533946
16,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2005010001,PAITA,RPAI-7,Reservorio RPAI-7 Paita-Parte Alta,488934,9436937,17M,74,Elevado,Opera Normal,Reservorio que abastece a la parte alta de Paita,10,3000,Concreto,NA,No,NA,NA,NA,NA,NA,-5.0940652987095145,-81.09983901138806
17,PIURA,PIURA,EPS GRAU S.A. ,032,CASTILLA,CASTILLA,2001040001,CASTILLA,R15,Reservorio Cossio del pomar,544781.5149,9427226.06,17M,NA,Elevado,Opera Normal,Reservorio abastece a parte de poblacion de localidad de Castilla,5,1000,Concreto,No,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/63.%20R15%20Cossio%20del%20Pomar/TimePhoto_20240704_124842.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/63.%20R15%20Cossio%20del%20Pomar/TimePhoto_20240704_123459.jpg,NA,45477,ODS,-5.181794865969686,-80.59592271815004
50,PIURA,PIURA,EPS GRAU S.A. ,032,CASTILLA,CASTILLA,2001040001,CASTILLA,R9,Reservorio El Indio,542165.57,9422381.83,17M,NA,Elevado,Opera Normal,"Reservorio abastece a parte de poblacion de localidad de Castilla, ha colocado un laton en remplazo de tapa sanitaria",5,1000,Concreto,No,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/64.%20R9%20El%20Indio/TimePhoto_20240705_102626.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/64.%20R9%20El%20Indio/TimePhoto_20240705_101348.jpg,NA,45478,ODS,-5.22563217506789,-80.61950049677645
19,PIURA,PIURA,EPS GRAU S.A. ,032,EL ALTO,32024,2007020001,EL ALTO,RESERVORIO 731,RESERVORIO 731,475707.00,9528831.00,17M,293,Apoyado,Opera Normal,NA,37,1000,Acero,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/52.%20R-731%20El%20Alto/R-731%20EL%20ALTO.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/52.%20R-731%20El%20Alto/R-731%20EL%20ALTO%20CERCO%20Y%20TAPA.jpg,NA,45484,EPS,-4.262703668663541,-81.21891607289507
20,PIURA,PIURA,EPS GRAU S.A. ,032,MARCAVELICA,32006,2006050050,LA QUINTA,LA QUINTA,RESERVORIO LA QUINTA,530578.00,9463996.00,17M,55,Elevado,Inoperativo,Reservorio aún no ha sido recepcionado por Empresa Prestadora.,12,180,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/53.%20R-La%20Quinta/R-LA%20QUINTA%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/53.%20R-La%20Quinta/R-%20LA%20QUINTA%20.jpg,NA,45484,EPS,-4.84922396962062,-80.72422374677157
53,PIURA,PIURA,EPS GRAU S.A. ,032,QUERECOTILLO,32005,2006070001,QUERECOTILLO,CABA VERDE ALTO,CABA VERDE ALTO,537240.00,9465515.00,17M,67,Elevado,Opera Normal,NA,12,38,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/54.%20Cabo%20verde%20alto/cabo%20verde%20alto.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/54.%20Cabo%20verde%20alto/cabo%20verde%20alto%202.jpg,NA,45484,EPS,-4.835455127827649,-80.66414804869045
54,PIURA,PIURA,EPS GRAU S.A. ,032,TALARA,32003,2007010001,TALARA,ENACE,ENACE,480098.00,9492521.00,17M,114,Elevado,Opera Normal,"La baja presion en la zona no permite llenar el reservorio,  los sectores se abastecen directamente de la línea de 14"", la cual empalma a la red de distribución de 4""PVC",18,1000,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/55.%20R-ENACE%20Talara/R.%20Enace.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/55.%20R-ENACE%20Talara/R-ENACE%202.jpg,NA,45484,EPS,-4.591200609408376,-81.1794258677647
55,PIURA,PIURA,EPS GRAU S.A. ,032,CHULUCANAS,32004,2004010001,CHULUCANAS,R1,R1,593249.00,9437155.00,17M,129,Elevado,Opera Normal,Reservorio deteriorado debido a su antiguedad,50,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/56.%20R-1%20Chulucanas/R1-Chulucanas.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/56.%20R-1%20Chulucanas/R1-Chulucanas%202.jpg,NA,45484,EPS,-5.091551226399556,-80.15872718214466
56,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2005010001,PAITA,RPAI-6 PAITA-PARTE ALTA,RPAI-6 PAITA-PARTE ALTA,488971.00,9436930.00,17M,74,Elevado,Opera Normal,NA,30,2200,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/57.%20R6%20Paita/R6-%20PAITA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/57.%20R6%20Paita/R6-PAITA%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/57.%20R6%20Paita/R6%20paita%20(1).jpeg,45484,EPS,-5.094128676497868,-81.09950520225394
57,PIURA,PIURA,EPS GRAU S.A. ,032,COLAN,32014,2005040001,PUEBLO NUEVO DE COLAN,RESERVORIO 1,RESERVORIO 1,494065.00,9457987.00,17M,63,Apoyado,Opera Normal,NA,50,390,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/58.%20R1-PNC/R1-PNC.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/58.%20R1-PNC/R1-PNC%202.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/58.%20R1-PNC/R1%20PNC1.jpeg,45484,EPS,-4.903639466531977,-81.05353096480947
58,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,CISTERNA GRAU,CISTERNA GRAU,534173.00,9458759.00,17M,77,Semi-enterrado,Opera Normal,NA,55,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/59.%20R-GRAU%20Sullana/R-GRAU%20Sullana.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/59.%20R-GRAU%20Sullana/R-GRAU%202.jpg,NA,45484,EPS,-4.89658661796314,-80.69177995033853
59,PIURA,PIURA,EPS GRAU S.A. ,032,MARCAVELICA,32006,2006050056,SAN MIGUEL DE TANGARARA,TANGARARA,TANGARARA,519636.74,9459728.78,17M,41,Elevado,Inoperativo,"Reservorio aún no ha sido recepcionado por Empresa Prestadora, no se cuenta con informacion si cuenta con tapa sanitario ni cerco perimetrico",10,140,Concreto,NA,NA,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/60.%20R-Tangarara/R.Tangarara.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/60.%20R-Tangarara/R.%20Tangarara%202.jpg,NA,45484,EPS,-4.887860938202113,-80.82289005925101
60,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,MAMBRE,MAMBRE,535129.00,9459964.00,17M,61,Elevado,Opera Normal,NA,25,4000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/61.%20R-MAMBRE/R-MAMBRE.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/61.%20R-MAMBRE/R-MAMBRE%202.jpg,NA,45484,EPS,-4.885681541757399,-80.68316261356496
18,PIURA,PIURA,EPS GRAU S.A. ,032,PIURA,32001,2001010001,Piura,LA GRANJA DE COLORES,LA GRANJA DE COLORES,539416.00,9424546.00,17M,29,Elevado,Inoperativo,Reservorio aún no ha sido recepcionado por Empresa Prestadora.,10,1000,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/62.%20R-GRANJA%20DE%20COLORES/R-GRANJA%20COLORES.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/62.%20R-GRANJA%20DE%20COLORES/R-GRANJA%20COLORES%202.jpg,NA,45484,EPS,-5.206068809127125,-80.6443231331814
19,PIURA,PIURA,EPS GRAU S.A. ,032,PIURA,32001,2001010001,Piura,R3,Los Algarrobos,538940.98,9428966.85,17M,NA,Elevado,Opera Normal,"Reservorio abastece a parte de poblacion de localidad de Piura,",7,3000,Concreto,No,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/65.%20R5%20Los%20Algarrobos/TimePhoto_20240703_152647.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/65.%20R5%20Los%20Algarrobos/TimePhoto_20240703_153309.jpg,NA,45476,ODS,-5.166078436693647,-80.64863161392292
63,PIURA,PIURA,EPS GRAU S.A. ,032,PIURA,32001,2001010001,Piura,R5,Micaela Bastidas,535397.18,9427788.84,17M,NA,Elevado,Opera Normal,"Reservorio abastece a parte de poblacion de localidad de Piura,",7,2500,Concreto,No,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/66.%20R5%20Micaela%20Bastidas/TimePhoto_20240701_160138.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/66.%20R5%20Micaela%20Bastidas/Captura%20de%20pantalla%202024-07-12%20111441.jpg,NA,45474,ODS,-5.176752123868828,-80.68060198458676
21,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,BELLAVISTA,R4,BELLAVISTA,536521.87,9459706.5,17M,NA,ELEVADO,Opera Normal,NA,NA,3000,Concreto,NA,NA,NA,NA,NA,NA,NA,-4.88800496435059,-80.6705989649584
22,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SAMAN,R01,SAMAN,525470.143,9464739.24,17M,NA,ELEVADO,Inoperativo,no esta transferidos a EPS GRAU,NA,80,Concreto,Si,Si,NA,NA,NA,NA,NA,-4.8425174115482585,-80.77029237993344
66,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,GOLONDRINAS,R-01,GOLONDRINAS,523864.739,9463431.56,17M,NA,ELEVADO,Inoperativo,no esta transferidos a EPS GRAU,NA,185,Concreto,Si,Si,NA,NA,NA,NA,NA,-4.854352230547755,-80.78476722374982
67,PIURA,PIURA,EPS GRAU S.A. ,032,CASTILLA,32028,2001040001,CASTILLA,R02,MANCO INCA,541705.675,9423287.73,17M,NA,ELEVADO,Opera Normal,NA,12,3000,Concreto,Si,Si,NA,NA,NA,NA,NA,-5.217439575842904,-80.6236553866631
68,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2005010001,PAITA,R-06,RPAI-3 PAITA-PARTE ALTA,488017.13,9437620.01,17M,NA,ELEVADO,Opera Normal,NA,30,2200,Concreto,Si,No,NA,NA,NA,NA,NA,-5.087885056126959,-81.10811010037243
69,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2006010001,VICHAYAL,R030,VICHAYAL,492191.983,9462145.78,17M,NA,APOYADO,Inoperativo,INOPERATIVO DESDE 1983,50,150,Concreto,No,NO,NA,NA,NA,NA,NA,-4.866014880501317,-81.07042078155925
70,PIURA,PIURA,EPS GRAU S.A. ,032,PIURA,32001,2001010001,PIURA,R10,R-10 PARQUE INFANTIL,540761.26,9425733.17,17M,NA,ELEVADO,Opera Normal,NA,50,1500,Concreto,Si,Si,NA,NA,NA,NA,NA,-5.195322246589098,-80.63219035466061
71,PIURA,PIURA,EPS GRAU S.A. ,032,SULLANA,32002,2006010001,SULLANA,R01,GRAU,534163.729,9458765.27,17M,NA,ELEVADO,Opera Normal,NA,55,1000,Concreto,Si,Si,NA,NA,NA,NA,NA,-4.896529934788332,-80.6918635943638
72,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2005010001,PAITA,R19,RPAI-1 PAITA-PARTE ALTA,488210.94,9437648.05,17M,NA,APOYADO,Opera Normal,NA,NA,500,Concreto,NA,NA,NA,NA,NA,NA,NA,-5.087631680942879,-81.1063614964921
73,PIURA,PIURA,EPS GRAU S.A. ,032,PAITA,32027,2005010001,VIVIATE,R037,R1,508464.446,9455512.16,17M,NA,APOYADO,Opera Normal,NA,40,150,Concreto,Si,No,NA,NA,NA,NA,NA,-4.9260262331827045,-80.9236520612789
20,PIURA,PIURA,EPS GRAU S.A. ,032,COLAN,32014,2005040001,COLAN,R028,R2,494265.449,9457456.86,17M,NA,APOYADO,Opera Normal,NA,NA,120,Concreto,Si,No,NA,NA,NA,NA,NA,-4.908435597591015,-81.05172337687621
21,PIURA,PIURA,EPS GRAU S.A. ,032,MORROPON,32012,2004050001,MORROPON,R-1-M,RESERVORIO 1 MORROPON,614424.083,9426762.1,17M,NA,APOYADO,Opera Normal,NA,NA,600,Concreto,NA,NA,NA,NA,NA,NA,NA,-5.1852781771283025,-79.96755776488422
76,PIURA,PIURA,EPS GRAU S.A. ,033,PIURA,32001,2001010001,PIURA,R1,Lourdes,540448.39,9428831.67,17M,NA,Elevado,Opera Normal,"Reservorio abastece a parte de poblacion de localidad de Piura,",7,2500,Concreto,No,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/77.%20R1%20Lourdes/TimePhoto_20240704_093253.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/19.-PIURA/EPS%20GRAU%20S.A/77.%20R1%20Lourdes/TimePhoto_20240704_091251.jpg,NA,45477,ODS,-5.167293652125415,-80.63502958512368
