"","Prestador_Codigo","ubigeo_censo_17","Anio_informacion","nomprest","nomdep","nomprov","nomdist","NOM_CCPP","POBTOTAL","VIVTOTAL","densidad_pob","Latitud","Longitud","brinda_agua","brinda_alca","brinda_tar","brinda_excretas","cob_agua","cob_alca","Conex_tot_agua","Conex_tot_alca","tipo_fuente","licenciadeuso","tipo_prestador","es_formal","cobra_cuota","monto_cuota","conti_estiaje_horas","conti_avenida_horas","conti_estiaje_dias","conti_avenida_dias","tiene_sistema_cloracion","realiza_cloracion","cloro_residual_uv","tipo_agua","cloro_residual_reservorio","Ubic_APC_EPES","fuente","ambito","Prestador_Codigo_aux","ambito_prest","cuentaconlicenciavertimiento","numubs","EPS1","dentro_ambito","SECTOR","NOMEP","COD_EP","COD_LOC","COD_SECTOR","ID_LOCALID","distancia_minima","dentro_ambito_prest","info","NOMEP2","Prestador_Codigo_aux_2","ubigeo_censo_17_aux","POBTOTAL_aux"
"44","P-09312-T8Q6C",205010004,2024,"JASS CARCAS","ANCASH","BOLOGNESI","CHIQUIAN","CARCAS",261,181,2.12969825304394,-10.11727794,-77.16442296,"Si","Si","Si","No",93.92,74.03,170,134,"Subterránea","Todas","OC","Si","Si",5,24,24,7,7,"Si","Si",0.5,"Gravedad sin tratamiento",1,"Cercano","SUNASS","Rural","P-09312-T8Q6C","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Bellavista","EPS CHAVÍN S. A.","033","03303","03303SEC01","03303 - CHIQUIAN",3.23274761304553,"NO","Ambos","EPS CHAVÍN S. A.","P-09312-T8Q6C",205010004,261
"45","P-09310-K4S6P",205010011,2024,"JASS Chinchipuquio","ANCASH","BOLOGNESI","CHIQUIAN","PASHPA",2,3,2.12969825304394,-10.13904167,-77.15488167,"Si","No","No","No",100,0,3,0,"Subterránea","Todas","OC","Si","Si",2,3,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","P-09310-K4S6P","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Bellavista","EPS CHAVÍN S. A.","033","03303","03303SEC01","03303 - CHIQUIAN",0.767280817835964,"NO","Ambos","EPS CHAVÍN S. A.","P-09310-K4S6P",205010011,2
"46","P-09310-K4S6P",205010014,2024,"JASS Chinchipuquio","ANCASH","BOLOGNESI","CHIQUIAN","CHINCHUPUQUIO",15,8,2.12969825304394,-10.13617833,-77.15675,"Si","No","No","No",100,0,13,0,"Subterránea","Todas","OC","Si","Si",2,3,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","P-09310-K4S6P","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Bellavista","EPS CHAVÍN S. A.","033","03303","03303SEC01","03303 - CHIQUIAN",1.03894521920997,"NO","Ambos","EPS CHAVÍN S. A.","P-09310-K4S6P",205010014,15
"47","P-09310-K4S6P",205010016,2024,"JASS Chinchipuquio","ANCASH","BOLOGNESI","CHIQUIAN","COMUN",2,1,2.12969825304394,-10.13956833,-77.15684,"Si","No","No","No",100,0,1,0,"Subterránea","Todas","OC","Si","Si",2,3,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","P-09310-K4S6P","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Bellavista","EPS CHAVÍN S. A.","033","03303","03303SEC01","03303 - CHIQUIAN",0.662250254592977,"NO","Ambos","EPS CHAVÍN S. A.","P-09310-K4S6P",205010016,2
"48","P-09367-Z4V8F",201010017,2024,"JASS Chuna Mara-Señor de Mayo","ANCASH","HUARAZ","HUARAZ","CHUNA MARA",0,9,3.22405760271072,-9.54754362,-77.5271947,"Si","No","No","No",100,NA,181,NA,"Subterránea","Algunas","OC","Si","Si",NA,13,13,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","P-09367-Z4V8F","Rural",NA,NA,"EPS CHAVIN S.A.","No","Caja de distribucion","EPS CHAVÍN S. A.","033","03304","03304SEC01","03304 - HUARAZ",0.687663725703315,"NO","Ambos","EPS CHAVÍN S. A.","P-09367-Z4V8F",201010017,0
"49","P-09234-G6N1Y",201050060,2024,"JASS del caserío de Rivas - Cantú Alto","ANCASH","HUARAZ","INDEPENDENCIA","RIVAS",69,37,3.02152331030101,-9.51251654,-77.48915288,"Si","Si","Si","No",100,27.03,135,10,"Subterránea","Algunas","OC","Si","Si",1,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Periurbano","SUNASS","Rural","P-09234-G6N1Y","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",2.01038016441868,"NO","Ambos","EPS CHAVÍN S. A.","P-09234-G6N1Y",201050060,69
"50","P-09234-G6N1Y",201050070,2024,"JASS del caserío de Rivas - Cantú Alto","ANCASH","HUARAZ","INDEPENDENCIA","CANTU",139,56,3.02152331030101,-9.51470244,-77.49512365,"Si","Si","Si","No",17.86,30.36,10,17,"Subterránea","Algunas","OC","Si","Si",1,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Periurbano","SUNASS","Rural","P-09234-G6N1Y","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Nueva Florida","EPS CHAVÍN S. A.","033","03304","03304SEC11","03304 - HUARAZ",1.34791385450111,"NO","Ambos","EPS CHAVÍN S. A.","P-09234-G6N1Y",201050070,139
"51","P-09220-J3B3Z",201050075,2024,"JASS Cochac","ANCASH","HUARAZ","INDEPENDENCIA","COCHAC",120,49,3.02152331030101,-9.52522419,-77.54696063,"Si","No","No","No",100,100,262,251,"Subterránea","Ninguna","OC","Si","Si",NA,2,2,3,3,"Si","Si",NA,"Gravedad sin tratamiento",0,"Periurbano","SUNASS","Rural","P-09220-J3B3Z","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Los Olivos","EPS CHAVÍN S. A.","033","03304","03304SEC10","03304 - HUARAZ",0.819089322938116,"NO","Ambos","EPS CHAVÍN S. A.","P-09220-J3B3Z",201050075,120
"52","P-09123-G3G7N",201100023,2024,"JASS RAPOYA","ANCASH","HUARAZ","PARIACOTO","RAPOYA",208,89,2.48168103448276,-9.51826667,-77.78168,"Si","No","No","No",100,100,89,89,"Subterránea","Ninguna","OC","No","No",NA,1,2,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09123-G3G7N","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio Los Olivos","EPS CHAVÍN S. A.","033","03304","03304SEC10","03304 - HUARAZ",26.5399037266823,"NO","Ambos","EPS CHAVÍN S. A.","P-09123-G3G7N",201100023,208
"53","P-09127-M0J7H",201100028,2024,"Junta Administración de Servicios de Saneamiento Fortaleza","ANCASH","HUARAZ","PARIACOTO","FORTALEZA",415,104,2.48168103448276,-9.517155,-77.77061167,"Si","No","No","No",100,0,104,0,"Subterránea","Ninguna","OC","No","No",NA,1,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09127-M0J7H","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Los Olivos","EPS CHAVÍN S. A.","033","03304","03304SEC10","03304 - HUARAZ",25.3295363771999,"NO","Ambos","EPS CHAVÍN S. A.","P-09127-M0J7H",201100028,415
"54","P-09127-M0J7H",201100035,2024,"Junta Administración de Servicios de Saneamiento Fortaleza","ANCASH","HUARAZ","PARIACOTO","PAMPAQUITA ALTA",11,5,2.48168103448276,-9.50644,-77.76556833,"Si","No","No","No",100,0,5,0,"Subterránea","Ninguna","OC","No","No",NA,1,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09127-M0J7H","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Los Olivos","EPS CHAVÍN S. A.","033","03304","03304SEC10","03304 - HUARAZ",24.8390357034066,"NO","Ambos","EPS CHAVÍN S. A.","P-09127-M0J7H",201100035,11
"55","P-09127-M0J7H",201100043,2024,"Junta Administración de Servicios de Saneamiento Fortaleza","ANCASH","HUARAZ","PARIACOTO","TRINFA",68,27,2.48168103448276,-9.51536333,-77.769415,"Si","No","No","No",100,0,27,0,"Subterránea","Ninguna","OC","No","No",NA,1,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09127-M0J7H","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio Los Olivos","EPS CHAVÍN S. A.","033","03304","03304SEC10","03304 - HUARAZ",25.2046991326688,"NO","Ambos","EPS CHAVÍN S. A.","P-09127-M0J7H",201100043,68
"56","P-09127-M0J7H",201100046,2024,"Junta Administración de Servicios de Saneamiento Fortaleza","ANCASH","HUARAZ","PARIACOTO","MACHECANCHA",2,2,2.48168103448276,-9.50263833,-77.76412833,"Si","No","No","No",100,0,2,0,"Subterránea","Ninguna","OC","No","No",NA,1,3,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09127-M0J7H","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio de Independencia","EPS CHAVÍN S. A.","033","03304","03304SEC06","03304 - HUARAZ",24.6685326467338,"NO","Ambos","EPS CHAVÍN S. A.","P-09127-M0J7H",201100046,2
"57","P-09243-B5S6H",212040001,2024,"Unidad de Gestión Municipal de Huaylas","ANCASH","HUAYLAS","HUAYLAS","HUAYLAS",378,409,1.33941908713693,-8.87238985,-77.89272541,"Si","Si","Si","No",41.56,27.87,170,114,"Subterránea","Ninguna","PM",NA,"Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09243-B5S6H","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",20.1423524848996,"NO","Ambos","EPS CHAVÍN S. A.","P-09243-B5S6H",212040001,378
"58","P-09255-D3J4S",212040004,2024,"JASS SHUYO","ANCASH","HUAYLAS","HUAYLAS","SHUYO",299,210,1.33941908713693,-8.86499833,-77.89208,"Si","Si","Si","No",39.52,23.81,83,50,"Subterránea","Ninguna","OC","Si","Si",NA,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Lejano","SUNASS","Rural","P-09255-D3J4S","Rural","Ninguna","21","EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",20.8679986087625,"NO","Ambos","EPS CHAVÍN S. A.","P-09255-D3J4S",212040004,299
"59","P-09243-B5S6H",212040005,2024,"Unidad de Gestión Municipal de Huaylas","ANCASH","HUAYLAS","HUAYLAS","DELICADOS",117,88,1.33941908713693,-8.86183667,-77.882385,"Si","Si","Si","No",100,59.09,246,52,"Subterránea","Ninguna","PM",NA,"Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09243-B5S6H","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",20.8068452851125,"NO","Ambos","EPS CHAVÍN S. A.","P-09243-B5S6H",212040005,117
"60","P-09243-B5S6H",212040006,2024,"Unidad de Gestión Municipal de Huaylas","ANCASH","HUAYLAS","HUAYLAS","YACUP",366,266,1.33941908713693,-8.88595667,-77.90230333,"Si","Si","Si","No",38.72,0,103,0,"Subterránea","Ninguna","PM",NA,"Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09243-B5S6H","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",19.2574240166128,"NO","Ambos","EPS CHAVÍN S. A.","P-09243-B5S6H",212040006,366
"61","P-09241-X4Z8G",212040006,2024,"JASS YACUP","ANCASH","HUAYLAS","HUAYLAS","YACUP",366,266,1.33941908713693,-8.88595667,-77.90230333,"Si","No","No","No",14.66,9.77,39,26,"Subterránea","Ninguna","OC","Si","Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",4,"Lejano","SUNASS","Rural","P-09241-X4Z8G","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",19.2574240166128,"NO","Ambos","EPS CHAVÍN S. A.","P-09241-X4Z8G",212040006,366
"62","P-09241-X4Z8G",212040016,2024,"JASS YACUP","ANCASH","HUAYLAS","HUAYLAS","PUCARA",22,12,1.33941908713693,-8.89164,-77.90589,"Si","No","No","No",91.67,0,11,0,"Subterránea","Ninguna","OC","Si","Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",4,"Lejano","SUNASS","Rural","P-09241-X4Z8G","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",18.9036588898,"NO","Ambos","EPS CHAVÍN S. A.","P-09241-X4Z8G",212040016,22
"63","P-09241-X4Z8G",212040017,2024,"JASS YACUP","ANCASH","HUAYLAS","HUAYLAS","MARUCRO",20,15,1.33941908713693,-8.89208167,-77.912125,"Si","No","No","No",53.33,0,8,0,"Subterránea","Ninguna","OC","Si","Si",2,16,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",4,"Lejano","SUNASS","Rural","P-09241-X4Z8G","Rural",NA,NA,"EPS CHAVIN S.A.","No","Reservorio rectangular de Caraz","EPS CHAVÍN S. A.","033","03302","03302SEC02","03302 - CARAZ",19.220771335337,"NO","Ambos","EPS CHAVÍN S. A.","P-09241-X4Z8G",212040017,20
"64","P-09373-T4D6X",201010031,2024,"JASS RUMICHUCO","ANCASH","HUARAZ","HUARAZ","RUMICHUCO",123,52,3.22405760271072,-9.55711892,-77.53865465,"Si","Si","Si","No",94.23,38.46,49,20,"Subterránea","Todas","OC","Si","Si",3,8,14,7,7,"Si","Si",NA,"Gravedad sin tratamiento",NA,"Periurbano","SUNASS","Rural","P-09373-T4D6X","Rural","Ninguna",NA,"EPS CHAVIN S.A.","No","Reservorio de Batan","EPS CHAVÍN S. A.","033","03304","03304SEC05","03304 - HUARAZ",0.916017253620071,"NO","Ambos","EPS CHAVÍN S. A.","P-09373-T4D6X",201010031,123
"65","P-09380-T3P6J",302070010,2024,"Jass  Quillabamba","APURIMAC","ANDAHUAYLAS","KISHUARA","QUILLABAMBA",460,191,2.29973272241314,-13.63077812,-73.20172766,"Si","Si","Si","No",100,100,260,260,"Subterránea","Todas","OC","No","Si",NA,24,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09380-T3P6J","Rural","Ninguna",NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",18.4982413109756,"NO","Ambos","EMSAP CHANKA S.A.","P-09380-T3P6J",302070010,460
"66","P-09382-H7Q0Z",302070022,2024,"Jass Sotccomayo","APURIMAC","ANDAHUAYLAS","KISHUARA","PROVIDENCIA A",72,36,2.29973272241314,-13.63325,-73.1858,"Si","Si","Si","No",83.33,NA,30,NA,"Subterránea","Todas","OC","No","Si",NA,24,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09382-H7Q0Z","Rural","Ninguna",NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",20.1713597722197,"NO","Ambos","EMSAP CHANKA S.A.","P-09382-H7Q0Z",302070022,72
"67","P-09382-H7Q0Z",302070024,2024,"Jass Sotccomayo","APURIMAC","ANDAHUAYLAS","KISHUARA","SOTCCOMAYO",313,111,2.29973272241314,-13.63109667,-73.17187,"Si","Si","Si","No",100,NA,140,NA,"Subterránea","Todas","OC","No","Si",NA,24,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09382-H7Q0Z","Rural","Ninguna",NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",21.6942057780956,"NO","Ambos","EMSAP CHANKA S.A.","P-09382-H7Q0Z",302070024,313
"68","P-09346-C0K9R",302070031,2024,"Jass Seccsenccalla","APURIMAC","ANDAHUAYLAS","KISHUARA","SECSENCCALLA",160,82,2.29973272241314,-13.668045,-73.11543167,"Si","No","No","No",81.71,28.05,67,23,"Subterránea","Ninguna","OC","No","Si",2,24,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09346-C0K9R","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","Sector II B","EMUSAP ABANCAY S.A.","043","04301","04301SEC02B","04301 - ABANCAY",22.9116022374417,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09346-C0K9R",302070031,160
"69","P-09309-V8J3Q",302070036,2024,"Jass Laramaru","APURIMAC","ANDAHUAYLAS","KISHUARA","LARAMARU",288,125,2.29973272241314,-13.68725667,-73.11234833,"Si","No","No","No",62.4,0,78,0,"Subterránea","Ninguna","OC","No","Si",18,24,24,7,7,"Si",NA,NA,"Gravedad sin tratamiento",0.8,"Lejano","SUNASS","Rural","P-09309-V8J3Q","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","Sector II B","EMUSAP ABANCAY S.A.","043","04301","04301SEC02B","04301 - ABANCAY",22.9029038152817,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09309-V8J3Q",302070036,288
"70","P-09286-V9F9P",302090011,2024,"Jass Manchaybamba","APURIMAC","ANDAHUAYLAS","PACUCHA","MANCHAYBAMBA",557,263,2.4260552687519,-13.58775833,-73.34212667,"Si","No","No","No",83.65,19.01,220,50,"Subterránea","Todas","OC","No","Si",20,24,24,7,7,"Si","Si",0,"Gravedad sin tratamiento",0.4,"Cercano","SUNASS","Rural","P-09286-V9F9P","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",7.95217325974299,"NO","Ambos","EMSAP CHANKA S.A.","P-09286-V9F9P",302090011,557
"71","P-09284-V3W3F",302090016,2024,"Jass Santa Elena","APURIMAC","ANDAHUAYLAS","PACUCHA","SANTA ELENA",348,138,2.4260552687519,-13.59726833,-73.32628833,"Si","No","No","No",82.61,0,114,0,"Subterránea","Todas","OC",NA,"Si",2,24,24,7,7,"Si","No",NA,"Gravedad sin tratamiento",0,"Cercano","SUNASS","Rural","P-09284-V3W3F","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",7.91930700215651,"NO","Ambos","EMSAP CHANKA S.A.","P-09284-V3W3F",302090016,348
"72","P-09347-Q5M4Y",302090025,2024,"Jass Antabamba","APURIMAC","ANDAHUAYLAS","PACUCHA","ANTABAMBA",172,58,2.4260552687519,-13.61130667,-73.350495,"Si","No","No","No",86.21,0,50,0,"Subterránea","Ninguna","OC","No","Si",1,15,24,7,7,"Si","No",NA,"Gravedad sin tratamiento",NA,"Cercano","SUNASS","Rural","P-09347-Q5M4Y","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",5.19467292270163,"NO","Ambos","EMSAP CHANKA S.A.","P-09347-Q5M4Y",302090025,172
"73","P-09283-K4J7G",302090028,2024,"Jass Pacpapata","APURIMAC","ANDAHUAYLAS","PACUCHA","PACCPAPATA",129,43,2.4260552687519,-13.61468333,-73.34611167,"Si","No","No","No",79.07,0,34,0,"Subterránea","Ninguna","OC","No","Si",2,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Cercano","SUNASS","Rural","P-09283-K4J7G","Rural",NA,"1","EMSAP CHANKA S.R.L.","No","5","EMSAP CHANKA S.A.","044","04401","04401SEC05","04401 - ANDAHUAYLAS",5.09774515262424,"NO","Ambos","EMSAP CHANKA S.A.","P-09283-K4J7G",302090028,129
"74","P-09308-S6J8K",301040016,2024,"Jass Saywite – San Luis","APURIMAC","ABANCAY","CURAHUASI","SAYWITE",695,300,2.52537359900374,-13.54361684,-72.78624837,"Si","Si","Si","No",100,15.33,417,46,"Subterránea","Todas","OC","Si","Si",6,6,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0.5,"Lejano","SUNASS","Rural","P-09308-S6J8K","Rural",NA,"260","EMSAP CHANKA S.R.L.","No","Sector 4-T","EMUSAP ABANCAY S.A.","043","04302","04302SEC04","04302 - TAMBURCO",10.5370614491505,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09308-S6J8K",301040016,695
"75","P-09308-S6J8K",301040027,2024,"Jass Saywite – San Luis","APURIMAC","ABANCAY","CURAHUASI","SAN LUIS",105,68,2.52537359900374,-13.55198333,-72.76133833,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Todas","OC","Si","Si",6,6,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0.5,"Lejano","SUNASS","Rural","P-09308-S6J8K","Rural",NA,NA,"EMSAP CHANKA S.R.L.","No","Sector 4-T","EMUSAP ABANCAY S.A.","043","04302","04302SEC04","04302 - TAMBURCO",12.2386381700346,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09308-S6J8K",301040027,105
"76","P-09307-D6V5X",301040040,2024,"Jass San Juan de Dios","APURIMAC","ABANCAY","CURAHUASI","SAN JUAN DE DIOS",385,120,2.52537359900374,-13.55679167,-72.74176833,"Si","No","No","Si",100,0,148,0,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0.8,"Lejano","SUNASS","Rural","P-09307-D6V5X","Rural",NA,"135","EMSAP CHANKA S.R.L.","No","Sector 4-T","EMUSAP ABANCAY S.A.","043","04302","04302SEC04","04302 - TAMBURCO",13.902596061374,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09307-D6V5X",301040040,385
"77","P-09304-V2V6W",301040095,2024,"JASS TRANCAPATA BAJA","APURIMAC","ABANCAY","CURAHUASI","TRANCAPATA BAJA",527,194,2.52537359900374,-13.55589,-72.74574667,"Si","No","No","No",100,0,210,0,"Subterránea","Todas","OC","Si","Si",NA,24,24,7,7,"Si","Si",NA,"Gravedad sin tratamiento",0,"Lejano","SUNASS","Rural","P-09304-V2V6W","Rural",NA,"151","EMSAP CHANKA S.R.L.","No","Sector 4-T","EMUSAP ABANCAY S.A.","043","04302","04302SEC04","04302 - TAMBURCO",13.5510731018525,"NO","Ambos","EMUSAP ABANCAY S.A.","P-09304-V2V6W",301040095,527
"78","P-09250-T8F8X",2501040024,2024,"ABASTECIMIENTO SIN PRESTADOR","UCAYALI","CORONEL PORTILLO","MASISEA","NUEVO SAN RAFAEL",211,44,3.8611014894354,-8.63316667,-74.26817333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sin prestador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-09250-T8F8X","Rural",NA,NA,"EMAPACOP S.A.","No","Sector 11","EMAPACOP S. A.","003","00301","00301SEC11","00301 - PUCALLPA",38.5180800500489,"NO","Ambos","EMAPACOP S. A.","P-09250-T8F8X",2501040024,211
"79","P-09100-P1Z8N",2501010067,2024,"JASS SANTA TERESA DE SHINUYA","UCAYALI","CORONEL PORTILLO","CALLERIA","SANTA TERESA DE SHINUYA",304,75,3.42988132531498,-8.38123565,-74.38187156,"Si","No","No","No",93.33,0,70,0,"Subterránea","Ninguna","OC","Si","Si",15,3,3,7,7,"Si","No",NA,"Bombeo sin tratamiento",0,"Lejano","SUNASS","Rural","P-09100-P1Z8N","Rural",NA,NA,"EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",15.5202418973528,"NO","Ambos","EMAPACOP S. A.","P-09100-P1Z8N",2501010067,304
"80","P-09102-C7J3P",2501010076,2024,"ABASTECIMIENTO SIN PRESTADOR","UCAYALI","CORONEL PORTILLO","CALLERIA","SANTO DOMINGO DE MASHANGAY",184,51,3.42988132531498,-8.38737979,-74.40983151,NA,NA,NA,NA,0,0,0,0,NA,NA,"Sin prestador",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-09102-C7J3P","Rural",NA,NA,"EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",12.5013444379676,"NO","Ambos","EMAPACOP S. A.","P-09102-C7J3P",2501010076,184
"81","P-09103-N2J5H",2501010083,2024,"ABASTECIMIENTO SIN PRESTADOR","UCAYALI","CORONEL PORTILLO","CALLERIA","EXITO",146,34,3.42988132531498,-8.4014968,-74.41247212,NA,NA,NA,NA,0,0,0,0,NA,NA,"Sin prestador",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","P-09103-N2J5H","Rural",NA,NA,"EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",12.463943319421,"NO","Ambos","EMAPACOP S. A.","P-09103-N2J5H",2501010083,146
"82","P-09211-J4Q2L",2501010085,2024,"JASS Libertad","UCAYALI","CORONEL PORTILLO","CALLERIA","LIBERTAD",62,18,3.42988132531498,-8.42024004,-74.30295183,"Si","No","No","No",100,0,32,0,"Subterránea","Ninguna","OC","Si","Si",10,4,4,4,4,"Si","No",NA,"Bombeo sin tratamiento",0,"Lejano","SUNASS","Rural","P-09211-J4Q2L","Rural",NA,NA,"EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",24.6860328426938,"NO","Ambos","EMAPACOP S. A.","P-09211-J4Q2L",2501010085,62
"83","P-09208-P1V3X",2501010086,2024,"JASS Nueva Betania","UCAYALI","CORONEL PORTILLO","CALLERIA","NUEVA BETANIA",303,79,3.42988132531498,-8.39855211,-74.29492341,"Si","No","No","No",100,0,105,0,"Subterránea","Ninguna","OC","Si","No",NA,2,2,7,7,"Si","Si",0,"Bombeo sin tratamiento",0,"Lejano","SUNASS","Rural","P-09208-P1V3X","Rural",NA,"105","EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",25.2024309043381,"NO","Ambos","EMAPACOP S. A.","P-09208-P1V3X",2501010086,303
"84","P-09205-P8R4S",2501010105,2024,"JASS Betel","UCAYALI","CORONEL PORTILLO","CALLERIA","BETEL",143,66,3.42988132531498,-8.43483499,-74.25974489,"Si","No","No","No",90.91,0,60,0,"Subterránea","Ninguna","OC","Si","No",NA,24,24,7,7,"Si","Si",0,"Bombeo sin tratamiento",0,"Lejano","SUNASS","Rural","P-09205-P8R4S","Rural",NA,"60","EMAPACOP S.A.","No","Sector 1A","EMAPACOP S. A.","003","00301","00301SEC1A","00301 - PUCALLPA",29.6672791795833,"NO","Ambos","EMAPACOP S. A.","P-09205-P8R4S",2501010105,143
